$$SOE
2459580.500000000, A.D. 2022-Jan-01 00:00:00.0000, 1.446294183096896E+08, -2.725580916363255E+07, 9.839366677055135E+04,
2459587.500000000, A.D. 2022-Jan-08 00:00:00.0000, 1.441094682868476E+08, -9.167327071805704E+06, -4.018181587201106E+06,
2459594.500000000, A.D. 2022-Jan-15 00:00:00.0000, 1.412716455390350E+08, 9.065850982665978E+06, -8.069506049156169E+06,
2459601.500000000, A.D. 2022-Jan-22 00:00:00.0000, 1.360318540857290E+08, 2.714194708445996E+07, -1.198296381998657E+07,
2459608.500000000, A.D. 2022-Jan-29 00:00:00.0000, 1.283500021523297E+08, 4.472766456207483E+07, -1.568059411946473E+07,
2459615.500000000, A.D. 2022-Feb-05 00:00:00.0000, 1.182410956380483E+08, 6.146430898582100E+07, -1.908096264919547E+07,
2459622.500000000, A.D. 2022-Feb-12 00:00:00.0000, 1.057857497855374E+08, 7.697780590518843E+07, -2.210190031450500E+07,
2459629.500000000, A.D. 2022-Feb-19 00:00:00.0000, 9.113855779203674E+07, 9.089286631819092E+07, -2.466409965195011E+07,
2459636.500000000, A.D. 2022-Feb-26 00:00:00.0000, 7.453247583061814E+07, 1.028508774449262E+08, -2.669539435366740E+07,
2459643.500000000, A.D. 2022-Mar-05 00:00:00.0000, 5.627745468113904E+07, 1.125302160269452E+08, -2.813534890392756E+07,
2459650.500000000, A.D. 2022-Mar-12 00:00:00.0000, 3.675211829096863E+07, 1.196667916698169E+08, -2.893960580473948E+07,
2459657.500000000, A.D. 2022-Mar-19 00:00:00.0000, 1.638836892539948E+07, 1.240720361064695E+08, -2.908334826601300E+07,
2459664.500000000, A.D. 2022-Mar-26 00:00:00.0000, -4.349825697386335E+06, 1.256455644563664E+08, -2.856329695859431E+07,
2459671.500000000, A.D. 2022-Apr-02 00:00:00.0000, -2.499094308372370E+07, 1.243804801905702E+08, -2.739788372271113E+07,
2459678.500000000, A.D. 2022-Apr-09 00:00:00.0000, -4.508048112766770E+07, 1.203606236797442E+08, -2.562557926355799E+07,
2459685.500000000, A.D. 2022-Apr-16 00:00:00.0000, -6.420245921674593E+07, 1.137505679728063E+08, -2.330169171037429E+07,
2459692.500000000, A.D. 2022-Apr-23 00:00:00.0000, -8.199554820169893E+07, 1.047803675396386E+08, -2.049419206085929E+07,
2459699.500000000, A.D. 2022-Apr-30 00:00:00.0000, -9.816278027976446E+07, 9.372764101994249E+07, -1.727920226227779E+07,
2459706.500000000, A.D. 2022-May-07 00:00:00.0000, -1.124750134926987E+08, 8.089947730020463E+07, -1.373670871920272E+07,
2459713.500000000, A.D. 2022-May-14 00:00:00.0000, -1.247692174186110E+08, 6.661608450220363E+07, -9.946894181852881E+06,
2459720.500000000, A.D. 2022-May-21 00:00:00.0000, -1.349430804782451E+08, 5.119732719948055E+07, -5.987286268220112E+06,
2459727.500000000, A.D. 2022-May-28 00:00:00.0000, -1.429474624553838E+08, 3.495256988678338E+07, -1.930753865573876E+06,
2459734.500000000, A.D. 2022-Jun-04 00:00:00.0000, -1.487779798073441E+08, 1.817370553383451E+07, 2.155730900798982E+06,
2459741.500000000, A.D. 2022-Jun-11 00:00:00.0000, -1.524666664621020E+08, 1.130929138487832E+06, 6.211705824278438E+06,
2459748.500000000, A.D. 2022-Jun-18 00:00:00.0000, -1.540743083280407E+08, -1.592931546273405E+07, 1.018336309931014E+07,
2459755.500000000, A.D. 2022-Jun-25 00:00:00.0000, -1.536837651593181E+08, -3.278479020771561E+07, 1.402336991436604E+07,
2459762.500000000, A.D. 2022-Jul-02 00:00:00.0000, -1.513943877336491E+08, -4.923682473412359E+07, 1.769048545830805E+07,
2459769.500000000, A.D. 2022-Jul-09 00:00:00.0000, -1.473175063041724E+08, -6.510899365621203E+07, 2.114906671708473E+07,
2459776.500000000, A.D. 2022-Jul-16 00:00:00.0000, -1.415728932190757E+08, -8.024541679419328E+07, 2.436852965937225E+07,
2459783.500000000, A.D. 2022-Jul-23 00:00:00.0000, -1.342860720684265E+08, -9.450890335306495E+07, 2.732281108798459E+07,
2459790.500000000, A.D. 2022-Jul-30 00:00:00.0000, -1.255863366602508E+08, -1.077790939444241E+08, 2.998985951377021E+07,
2459797.500000000, A.D. 2022-Aug-06 00:00:00.0000, -1.156053475357765E+08, -1.199506970373339E+08, 3.235117155971101E+07,
2459804.500000000, A.D. 2022-Aug-13 00:00:00.0000, -1.044761931439122E+08, -1.309318760459667E+08, 3.439138287330258E+07,
2459811.500000000, A.D. 2022-Aug-20 00:00:00.0000, -9.233282087289611E+07, -1.406428203287837E+08, 3.609791708257997E+07,
2459818.500000000, A.D. 2022-Aug-27 00:00:00.0000, -7.930975842094930E+07, -1.490145166033031E+08, 3.746069296995214E+07,
2459825.500000000, A.D. 2022-Sep-03 00:00:00.0000, -6.554206090920317E+07, -1.559877265285409E+08, 3.847188834572162E+07,
2459832.500000000, A.D. 2022-Sep-10 00:00:00.0000, -5.116543209407163E+07, -1.615121708154050E+08, 3.912575850099120E+07,
2459839.500000000, A.D. 2022-Sep-17 00:00:00.0000, -3.631647836054395E+07, -1.655459182305284E+08, 3.941850714316547E+07,
2459846.500000000, A.D. 2022-Sep-24 00:00:00.0000, -2.113306183615498E+07, -1.680549781823762E+08, 3.934820808152496E+07,
2459853.500000000, A.D. 2022-Oct-01 00:00:00.0000, -5.754724096056865E+06, -1.690130974588615E+08, 3.891477655919911E+07,
2459860.500000000, A.D. 2022-Oct-08 00:00:00.0000, 9.676845175284425E+06, -1.684017641107780E+08, 3.811998996632616E+07,
2459867.500000000, A.D. 2022-Oct-15 00:00:00.0000, 2.501731803251198E+07, -1.662104244160586E+08, 3.696755871235843E+07,
2459874.500000000, A.D. 2022-Oct-22 00:00:00.0000, 4.011924033156144E+07, -1.624369256824384E+08, 3.546324875019722E+07,
2459881.500000000, A.D. 2022-Oct-29 00:00:00.0000, 5.483157838192511E+07, -1.570882025019329E+08, 3.361505747461296E+07,
2459888.500000000, A.D. 2022-Nov-05 00:00:00.0000, 6.899933896145481E+07, -1.501812222654324E+08, 3.143344571537717E+07,
2459895.500000000, A.D. 2022-Nov-12 00:00:00.0000, 8.246330741361366E+07, -1.417442096791307E+08, 2.893162893710210E+07,
