$$SOE
2459580.500000000, A.D. 2022-Jan-01 00:00:00.0000, 2.390168289000836E+09, 4.402889784301364E+09, -1.460251079875159E+08,
2459587.500000000, A.D. 2022-Jan-08 00:00:00.0000, 2.387158026585497E+09, 4.404294897871671E+09, -1.457372916850626E+08,
2459594.500000000, A.D. 2022-Jan-15 00:00:00.0000, 2.384146762595920E+09, 4.405698326021183E+09, -1.454494175607095E+08,
2459601.500000000, A.D. 2022-Jan-22 00:00:00.0000, 2.381134501994324E+09, 4.407100066493263E+09, -1.451614860945542E+08,
2459608.500000000, A.D. 2022-Jan-29 00:00:00.0000, 2.378121250322753E+09, 4.408500119508359E+09, -1.448734976596193E+08,
2459615.500000000, A.D. 2022-Feb-05 00:00:00.0000, 2.375107011495996E+09, 4.409898487092343E+09, -1.445854523740895E+08,
2459622.500000000, A.D. 2022-Feb-12 00:00:00.0000, 2.372091787767833E+09, 4.411295171336599E+09, -1.442973502385910E+08,
2459629.500000000, A.D. 2022-Feb-19 00:00:00.0000, 2.369075580545818E+09, 4.412690173958858E+09, -1.440091912435181E+08,
2459636.500000000, A.D. 2022-Feb-26 00:00:00.0000, 2.366058390743246E+09, 4.414083496441792E+09, -1.437209753853872E+08,
2459643.500000000, A.D. 2022-Mar-05 00:00:00.0000, 2.363040218827563E+09, 4.415475140132499E+09, -1.434327026574948E+08,
2459650.500000000, A.D. 2022-Mar-12 00:00:00.0000, 2.360021064787052E+09, 4.416865106237232E+09, -1.431443730408800E+08,
2459657.500000000, A.D. 2022-Mar-19 00:00:00.0000, 2.357000928086840E+09, 4.418253395739570E+09, -1.428559865001230E+08,
2459664.500000000, A.D. 2022-Mar-26 00:00:00.0000, 2.353979807636639E+09, 4.419640009236257E+09, -1.425675429868059E+08,
2459671.500000000, A.D. 2022-Apr-02 00:00:00.0000, 2.350957701838022E+09, 4.421024946635120E+09, -1.422790424616892E+08,
2459678.500000000, A.D. 2022-Apr-09 00:00:00.0000, 2.347934608983284E+09, 4.422408206720104E+09, -1.419904849603767E+08,
2459685.500000000, A.D. 2022-Apr-16 00:00:00.0000, 2.344910528363020E+09, 4.423789787237722E+09, -1.417018706819732E+08,
2459692.500000000, A.D. 2022-Apr-23 00:00:00.0000, 2.341885460813560E+09, 4.425169686589384E+09, -1.414131998958588E+08,
2459699.500000000, A.D. 2022-Apr-30 00:00:00.0000, 2.338859406834087E+09, 4.426547904884490E+09, -1.411244726786284E+08,
2459706.500000000, A.D. 2022-May-07 00:00:00.0000, 2.335832365336191E+09, 4.427924442380849E+09, -1.408356889234571E+08,
2459713.500000000, A.D. 2022-May-14 00:00:00.0000, 2.332804334415221E+09, 4.429299298350698E+09, -1.405468485010915E+08,
2459720.500000000, A.D. 2022-May-21 00:00:00.0000, 2.329775312112378E+09, 4.430672471131119E+09, -1.402579513241732E+08,
2459727.500000000, A.D. 2022-May-28 00:00:00.0000, 2.326745296688725E+09, 4.432043958400165E+09, -1.399689973493056E+08,
2459734.500000000, A.D. 2022-Jun-04 00:00:00.0000, 2.323714286688272E+09, 4.433413757365944E+09, -1.396799865678332E+08,
2459741.500000000, A.D. 2022-Jun-11 00:00:00.0000, 2.320682280934802E+09, 4.434781864871027E+09, -1.393909189983702E+08,
2459748.500000000, A.D. 2022-Jun-18 00:00:00.0000, 2.317649278501189E+09, 4.436148277425639E+09, -1.391017946834908E+08,
2459755.500000000, A.D. 2022-Jun-25 00:00:00.0000, 2.314615278680684E+09, 4.437512991136688E+09, -1.388126136959138E+08,
2459762.500000000, A.D. 2022-Jul-02 00:00:00.0000, 2.311580281094229E+09, 4.438876001467176E+09, -1.385233761717327E+08,
2459769.500000000, A.D. 2022-Jul-09 00:00:00.0000, 2.308544286324125E+09, 4.440237303003153E+09, -1.382340823919160E+08,
2459776.500000000, A.D. 2022-Jul-16 00:00:00.0000, 2.305507297018896E+09, 4.441596890311210E+09, -1.379447328183670E+08,
2459783.500000000, A.D. 2022-Jul-23 00:00:00.0000, 2.302469317270957E+09, 4.442954759964320E+09, -1.376553278763540E+08,
2459790.500000000, A.D. 2022-Jul-30 00:00:00.0000, 2.299430350351195E+09, 4.444310910382142E+09, -1.373658677649086E+08,
2459797.500000000, A.D. 2022-Aug-06 00:00:00.0000, 2.296390398399207E+09, 4.445665340133924E+09, -1.370763525720820E+08,
2459804.500000000, A.D. 2022-Aug-13 00:00:00.0000, 2.293349463246007E+09, 4.447018047458489E+09, -1.367867823942242E+08,
2459811.500000000, A.D. 2022-Aug-20 00:00:00.0000, 2.290307546799884E+09, 4.448369030497864E+09, -1.364971573562231E+08,
